"id","file_path","url","slug","title","meta_description","content_type","macrocluster","subcluster","category","tags","publication_date","last_updated","word_count","hub_url","pillar_url","internal_links_out","internal_links_in","orphan_status","canonical","status","intent","primary_keyword","secondary_keywords","search_console_status","optimization_status","freshness_status","duplicate_risk","cannibalization_risk","action_required","priority","notes"
"ART-0082","articles/morar-em-pompano-beach-2026.html","https://familiausa1.com/articles/morar-em-pompano-beach-2026.html","morar-em-pompano-beach-2026","Morar em Pompano Beach em 2026: brasileiros, custo, praia e aluguel | FamiliaUSA1","Guia para brasileiros sobre morar em Pompano Beach em 2026: comunidade brasileira, custo de vida, aluguel, trabalho, praia, escolas, carro e comparação com Deerfield Beach.","article","trabalho","South Florida brasileira","South Florida brasileira","","2026-06-02","2026-06-02","1368","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","7","3","recebe links","https://familiausa1.com/articles/morar-em-pompano-beach-2026.html","publicado","informacional/pratica","Morar em Pompano Beach 2026: brasileiros, custo, praia e aluguel","","nao informado","sem acao recente registrada","atual","baixo","possivel sobreposicao: morar-em-deerfield-beach-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0083","articles/morar-em-providence-rhode-island-2026.html","https://familiausa1.com/articles/morar-em-providence-rhode-island-2026.html","morar-em-providence-rhode-island-2026","Morar em Providence RI em 2026: custo e acesso a Boston","Veja como é morar em Providence, Rhode Island, em 2026, com custo de vida, aluguel, estudo, trabalho e comparação com Boston.","article","trabalho","Rhode Island","Rhode Island","","2026-06-04","2026-07-10","1301","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","3","2","recebe links","https://familiausa1.com/articles/morar-em-providence-rhode-island-2026.html","atualizado","informacional/pratica","Morar em Providence 2026: custo de vida, trabalho e acesso a Boston","rhode island; providence","3 clicks / 103 impressoes; prioridade media/alta","otimizado PR #18; observar 28 dias","recente","baixo","baixo","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: cidades; custo de vida"
"ART-0084","articles/morar-em-st-petersburg-florida-2026.html","https://familiausa1.com/articles/morar-em-st-petersburg-florida-2026.html","morar-em-st-petersburg-florida-2026","Morar em St. Petersburg em 2026: custo, praia, Tampa Bay e qualidade de vida | FamiliaUSA1","Guia para brasileiros sobre morar em St. Petersburg em 2026: custo de vida, aluguel, praia, trabalho, escolas, carro, Tampa Bay e comparação com Tampa e Clearwater.","article","trabalho","Tampa Bay","Tampa Bay","","2026-06-02","2026-06-02","1015","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","6","1","recebe links","https://familiausa1.com/articles/morar-em-st-petersburg-florida-2026.html","publicado","informacional/pratica","Morar em St. Petersburg 2026: custo, praia, Tampa Bay e qualidade de vid","","nao informado","sem acao recente registrada","atual","baixo","possivel sobreposicao: morar-em-clearwater-florida-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0085","articles/morar-em-west-palm-beach-2026.html","https://familiausa1.com/articles/morar-em-west-palm-beach-2026.html","morar-em-west-palm-beach-2026","Morar em West Palm Beach em 2026: custo, trabalho, famílias e South Florida | FamiliaUSA1","Guia para brasileiros sobre morar em West Palm Beach em 2026: custo de vida, aluguel, trabalho, escolas, carro, Palm Beach County e comparação com Boca Raton e Delray Beach.","article","trabalho","Palm Beach County","Palm Beach County","","2026-06-02","2026-06-02","1008","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","6","1","recebe links","https://familiausa1.com/articles/morar-em-west-palm-beach-2026.html","publicado","informacional/pratica","Morar em West Palm Beach 2026: custo, trabalho, famílias e South Florida","","nao informado","sem acao recente registrada","atual","baixo","possivel sobreposicao: morar-em-delray-beach-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0086","articles/morar-em-winter-garden-2026.html","https://familiausa1.com/articles/morar-em-winter-garden-2026.html","morar-em-winter-garden-2026","Morar em Winter Garden em 2026: custo, escolas, bairros e família | FamiliaUSA1","Guia para brasileiros sobre morar em Winter Garden em 2026: custo de vida, aluguel, escolas, bairros, trabalho, carro, família e comparação com Orlando e Clermont.","article","orlando e viagem","Cidades perto de Orlando","Cidades perto de Orlando","","2026-06-02","2026-06-02","1315","/categorias/orlando-e-viagem.html","/articles/guia-completo-orlando-2026-brasileiros.html","6","4","recebe links","https://familiausa1.com/articles/morar-em-winter-garden-2026.html","publicado","informacional/pratica","Morar em Winter Garden 2026: custo, escolas, bairros e vida familiar","","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: cidades; custo de vida"
"ART-0087","articles/morar-em-worcester-massachusetts-2026.html","https://familiausa1.com/articles/morar-em-worcester-massachusetts-2026.html","morar-em-worcester-massachusetts-2026","Morar em Worcester em 2026: custo de vida, trabalho e comunidade brasileira | FamiliaUSA1","Guia completo para brasileiros sobre morar em Worcester, Massachusetts, em 2026: custo de vida, aluguel, trabalho, comunidade brasileira, escolas, bairros, segurança, inverno e comparação com Boston e Framingham.","article","trabalho","Massachusetts","Massachusetts","","2026-06-02","2026-06-04","1706","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","4","7","recebe links","https://familiausa1.com/articles/morar-em-worcester-massachusetts-2026.html","publicado","informacional/pratica","Morar em Worcester 2026: custo de vida, trabalho e comunidade brasileira","worcester massachusetts","3 clicks / 82 impressoes; prioridade media","sem acao recente registrada","atual","baixo","possivel sobreposicao: morar-em-framingham-massachusetts-2026","avaliar diferenciacao editorial","baixa","clusters complementares: cidades; custo de vida"
"ART-0088","articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","https://familiausa1.com/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","morar-legalmente-nos-eua-caminhos-possiveis-2026","Como morar legalmente nos EUA em 2026: caminhos reais","Veja como morar legalmente nos EUA em 2026 com caminhos reais para brasileiros: família, trabalho, estudo, green card e cuidados.","article","imigracao","Imigração e legalização","Imigração e legalização","","2026-05-21","2026-05-25","1542","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","6","44","recebe links","https://familiausa1.com/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","publicado","informacional/pratica","Como morar legalmente nos EUA 2026: caminhos reais","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: green card; trabalho"
"ART-0089","articles/novo-virus-em-cruzeiros-o-que-e-verdade.html","https://familiausa1.com/articles/novo-virus-em-cruzeiros-o-que-e-verdade.html","novo-virus-em-cruzeiros-o-que-e-verdade","Novo vírus em cruzeiros? O que é verdade","Novo vírus em cruzeiros? Entenda o caso do hantavírus no MV Hondius, o que é verdade, o risco real e como se proteger.","article","saude","saude em viagem e cruzeiro","Saúde em viagem","","2026-05-07","2026-05-22","828","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","5","0","orfao","https://familiausa1.com/articles/novo-virus-em-cruzeiros-o-que-e-verdade.html","precisa atualizar","informacional/pratica","Novo vírus em cruzeiros? O que é verdade","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","alta","clusters complementares: saude; vida pratica"
"ART-0090","articles/o-que-fazer-se-ficar-doente-em-cruzeiro.html","https://familiausa1.com/articles/o-que-fazer-se-ficar-doente-em-cruzeiro.html","o-que-fazer-se-ficar-doente-em-cruzeiro","O que fazer se ficar doente em um cruzeiro","Ficou doente em cruzeiro? Veja o que fazer com febre, vômitos, diarreia, tosse, isolamento, centro médico e seguro.","article","saude","saude em viagem e cruzeiro","Saúde em cruzeiro","","2026-05-07","2026-05-22","864","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","4","0","orfao","https://familiausa1.com/articles/o-que-fazer-se-ficar-doente-em-cruzeiro.html","precisa atualizar","decisao/comparativa","O que fazer se ficar doente em um cruzeiro","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","alta",""
"ART-0091","articles/o-que-fazer-se-passar-mal-nos-eua-viagem-2026.html","https://familiausa1.com/articles/o-que-fazer-se-passar-mal-nos-eua-viagem-2026.html","o-que-fazer-se-passar-mal-nos-eua-viagem-2026","O que fazer se passar mal nos EUA durante uma viagem?","Passou mal nos EUA durante a viagem? Veja quando ir à farmácia, urgent care ou emergência, custos aproximados, seguro viagem e cuidados para brasileiros.","article","saude","saude nos EUA","Saúde e viagem","","2026-05-21","2026-05-22","1384","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","7","11","recebe links","https://familiausa1.com/articles/o-que-fazer-se-passar-mal-nos-eua-viagem-2026.html","publicado","informacional/pratica","O que fazer se passar mal nos EUA durante uma viagem?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: orlando e viagem; saude"
"ART-0092","articles/o-que-mais-sentimos-falta-do-brasil-nos-eua-2026.html","https://familiausa1.com/articles/o-que-mais-sentimos-falta-do-brasil-nos-eua-2026.html","o-que-mais-sentimos-falta-do-brasil-nos-eua-2026","O que brasileiros mais sentem falta do Brasil morando nos EUA","O que brasileiros mais sentem falta do Brasil morando nos EUA: família, comida, amigos, idioma, festas, calor humano, rede de apoio e como lidar com a saudade.","article","familia e escola","familia","Vida real nos EUA","","2026-05-23","2026-05-24","1229","/categorias/familia-filhos.html","/articles/como-matricular-filho-na-escola-nos-eua.html","6","0","orfao","https://familiausa1.com/articles/o-que-mais-sentimos-falta-do-brasil-nos-eua-2026.html","publicado","informacional/pratica","O que brasileiros mais sentem falta do Brasil morando nos Estados Unidos","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: vida pratica"
"ART-0093","articles/o-que-nao-comprar-nos-eua-2026.html","https://familiausa1.com/articles/o-que-nao-comprar-nos-eua-2026.html","o-que-nao-comprar-nos-eua-2026","O que não comprar nos EUA em 2026 mesmo parecendo barato","Veja o que não comprar nos EUA em 2026 mesmo parecendo barato: eletrônicos, outlet, suplementos, bagagem, garantia, alfândega e armadilhas.","article","compras","Compras nos EUA","Compras nos EUA","","2026-05-22","2026-05-24","1350","/categorias/compras-nos-eua.html","/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","8","3","recebe links","https://familiausa1.com/articles/o-que-nao-comprar-nos-eua-2026.html","publicado","decisao/comparativa","O que não comprar nos EUA 2026 mesmo parecendo barato","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa",""
"ART-0094","articles/o-que-pode-mudar-na-imigracao-dos-eua-em-2026.html","https://familiausa1.com/articles/o-que-pode-mudar-na-imigracao-dos-eua-em-2026.html","o-que-pode-mudar-na-imigracao-dos-eua-em-2026","Imigração EUA 2026: o que pode mudar?","Entenda poss&iacute;veis mudan&ccedil;as na imigra&ccedil;&atilde;o dos EUA em 2026 e os impactos para brasileiros.","article","imigracao","Imigra&ccedil;&atilde;o EUA","Imigra&ccedil;&atilde;o EUA","","2026-04-27","2026-05-22","1098","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","8","6","recebe links","https://familiausa1.com/articles/o-que-pode-mudar-na-imigracao-dos-eua-em-2026.html","publicado","informacional","O que pode mudar na imigra&ccedil;&atilde;o dos EUA 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa",""
"ART-0095","articles/o-que-reprova-no-visto-americano.html","https://familiausa1.com/articles/o-que-reprova-no-visto-americano.html","o-que-reprova-no-visto-americano","O que reprova no visto americano? 12 erros para evitar","Veja o que pode reprovar no visto americano: DS-160 errado, entrevista confusa, renda incompatível, documentos falsos e promessas de aprovação.","article","vistos","Visto americano","Visto americano","","2026-05-19","2026-05-22","820","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","10","0","orfao","https://familiausa1.com/articles/o-que-reprova-no-visto-americano.html","precisa atualizar","informacional/pratica","O que reprova no visto americano? 12 erros que brasileiros devem evitar","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","alta","clusters complementares: trabalho; saude"
